Id,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,mainDirector,numVotes,mainDirectorBirthYear,mainDirectorDeathYear,MainDirectorPrimaryProfession,mainWriter,mainWriterBirthYear,mainWriterDeathYear,MainWriterPrimaryProfession,titleLength,genres,genderVoters,worldPromotion,Downloads,prefVotersCountry,firstShownCountry,Cash,averageRating
362,movie,Attract Any Woman Anywhere,Attract Any Woman Anywhere,0,2017,,50.0,Gurmit Samra,11,,,"writer,producer,director",Gurmit Samra,,,"writer,producer,director",26,"['Documentary', None, None]",2.0,1,6924,BL,MO,16013,5.3
363,video,Prison of Hell: K3,Prison of Hell: K3,1,2009,,106.0,Andreas Bethmann,98,,,"director,writer,producer",Andreas Bethmann,,,"director,writer,producer",18,"['Adult', 'Horror', None]",36.0,0,3930,KW,VC,40369,3.3
364,tvEpisode,True Love Tends to Forget 1:1-4,True Love Tends to Forget 1:1-4,0,2007,,53.0,Thomas Carter,44,1953.0,,"director,producer,actor",Henry Bromell,1947.0,2013.0,"producer,writer,miscellaneous",31,"['Crime', 'Drama', None]",24.0,1,76,SB,CA,22466,7.8
365,tvMovie,Der Parkhausmörder,Der Parkhausmörder,0,1996,,90.0,Michael Keusch,10,1955.0,,"director,writer,actor",Peter Zingler,1944.0,,"writer,actor,director",18,"['Thriller', None, None]",1.0,0,-1,NU,QA,23264,5.1
366,short,Lazare,Lazare,0,2016,,22.0,Tristan Lhomme,72,,,"sound_department,director,writer",Tristan Lhomme,,,"sound_department,director,writer",6,"['Comedy', 'Short', None]",29.0,0,4346,GU,SA,53546,6.0
367,tvEpisode,Goodbye Island,Goodbye Island,0,1964,,30.0,John Rich,109,1925.0,2012.0,"director,producer,miscellaneous",Sherwood Schwartz,1916.0,2011.0,"writer,producer,music_department",14,"['Comedy', 'Family', None]",45.0,0,6433,FR,LT,61652,7.6
368,tvEpisode,Search in the Deep,Search in the Deep,0,1968,,60.0,Patrick Watson,6,,,"director,producer,writer",Laurence D. Savadove,,,"producer,writer",18,"['Adventure', 'Documentary', None]",5.0,1,611,BT,GH,8951,9.0
369,movie,Ang huling birhen sa lupa,Ang huling birhen sa lupa,0,2003,,99.0,Joel Lamangan,63,,,"director,actor,writer",Raquel Villavicencio,,,"actress,writer,production_designer",25,"['Drama', None, None]",30.0,0,3731,KN,MH,12255,4.8
370,short,It May Happen to You,It May Happen to You,0,1937,,21.0,Harold S. Bucquet,39,1891.0,1946.0,"director,assistant_director",John C. Higgins,1908.0,1995.0,"writer,soundtrack",20,"['Crime', 'Drama', 'Short']",28.0,1,6343,TZ,WF,55251,6.0
371,tvEpisode,"Park Avenue: Money, Power & the American Dream","Park Avenue: Money, Power & the American Dream",0,2012,,,Alex Gibney,38,1953.0,,"producer,director,writer",Chad Beck,,,writer,46,"['Documentary', None, None]",15.0,0,3267,LC,MP,49269,7.8
372,movie,Adios Vaya Con Dios,Adios Vaya Con Dios,0,2014,,97.0,La Raza,367,,,director,Zachary Laoutides,1986.0,,"actor,writer,producer",19,"['Crime', 'Drama', 'Thriller']",264.0,0,268,GQ,TG,10966,8.4
373,movie,Bitter Dream,Khab-e talkh,0,2004,,88.0,Mohsen Amiryoussefi,244,,,"director,writer,producer",Mohsen Amiryoussefi,,,"director,writer,producer",12,"['Comedy', 'Drama', None]",141.0,0,8365,AZ,SL,35383,7.3
374,movie,Ice Age,Eiszeit,0,1975,,115.0,Peter Zadek,48,1926.0,2009.0,"director,writer,actor",Tankred Dorst,1925.0,2017.0,"writer,actor,director",7,"['Drama', None, None]",15.0,1,9163,LR,IS,40533,5.4
375,tvEpisode,The Poké Spokesman,The Poké Spokesman,0,2001,,22.0,Masamitsu Hidaka,66,1960.0,,"director,art_department,assistant_director",Junichi Masuda,,,"writer,composer,director",18,"['Action', 'Adventure', 'Animation']",37.0,1,5662,TT,GL,41963,6.9
376,tvEpisode,All by Myself,All by Myself,0,2000,,45.0,Kevin Inch,39,,,"producer,director,assistant_director",Brenda Hampton,1951.0,,"writer,producer,miscellaneous",13,"['Drama', 'Family', 'Romance']",12.0,0,7227,DZ,CR,5040,6.1
377,movie,Adamakha,Adamakha,0,2002,,,Ali Ghavitan,23,,,"director,writer,producer",Ali Ghavitan,,,"director,writer,producer",8,"[nan, None, None]",10.0,1,505,GS,AE,12373,5.0
378,short,La Madre,La Madre,0,2010,,6.0,Alberto Evangelio,9,1982.0,,"producer,director,writer",Alberto Evangelio,1982.0,,"producer,director,writer",8,"['Drama', 'Short', None]",9.0,0,2323,GR,TM,44142,5.8
379,movie,Sapila kai aristokratia,Sapila kai aristokratia,0,1967,,95.0,Kostas Karagiannis,7,1932.0,1993.0,"director,writer,producer",Stelios Kazantzidis,1931.0,2001.0,"soundtrack,actor,writer",23,"['Drama', 'Musical', 'Romance']",6.0,1,5624,GG,FI,2412,2.7
380,short,Alice,Alice,0,2017,,,Adrian Surdu,21,,,,Adrian Surdu,,,,5,"['Fantasy', 'Short', None]",9.0,0,4061,VG,ML,14566,8.9
381,short,Kocicina - Pan Ká,Kocicina - Pan Ká,0,1960,,10.0,Vera Chytilová,6,1929.0,2014.0,"director,writer,actress",Jan Hartmann,1941.0,,"miscellaneous,writer,stunts",17,"['Short', None, None]",5.0,1,-1,SY,NC,60468,5.0
382,movie,19 Doors,19 Doors,0,2011,,93.0,Bruce Koehler,135,,,"producer,cinematographer,editor",Jacqueline Druga,,,"writer,producer,actress",8,"['Horror', 'Thriller', None]",106.0,0,9296,PM,HN,55114,2.7
383,tvEpisode,Kirko Bangz,Kirko Bangz,0,2016,,,Ian Cranston,11,,,"director,editor,actor",Ian Cranston,,,"director,editor,actor",11,"['Music', 'Reality-TV', None]",2.0,0,-1,ST,PG,27828,10.0
384,tvEpisode,They Think It's All Over,They Think It's All Over,0,2002,,,Julie Edwards,11,,,"director,assistant_director,production_manager",Helen Childs,,,"writer,make_up_department,producer",24,"['Drama', None, None]",9.0,0,8230,IL,KY,5070,7.6
385,movie,The Great Impostor,The Great Impostor,0,1961,,113.0,Robert Mulligan,953,1925.0,2008.0,"director,producer,actor",Robert Crichton,1925.0,1993.0,writer,18,"['Comedy', 'Drama', None]",204.0,1,-1,SV,JP,12012,7.0
386,movie,The Big Night,La notte brava,0,1959,,95.0,Mauro Bolognini,410,1922.0,2001.0,"director,writer,assistant_director",Pier Paolo Pasolini,1922.0,1975.0,"writer,director,actor",14,"['Drama', None, None]",134.0,0,331,GI,AT,11240,7.0
387,movie,Varastatud kohtumine,Varastatud kohtumine,0,1989,,97.0,Leida Laius,24,1923.0,1996.0,"director,writer,assistant_director",Mariya Zvereva,,,writer,20,"['Drama', None, None]",14.0,0,4317,PH,GD,52805,7.1
388,movie,Une fille sur la route,Une fille sur la route,0,1952,,85.0,Jean Stelli,5,1894.0,1975.0,"director,writer,actor",Jean-Pierre Feydeau,1903.0,1970.0,"writer,director,assistant_director",22,"['Comedy', None, None]",0.0,0,3579,CA,TT,29158,5.8
389,movie,The Cousins,Welad el-Amm,0,2009,,119.0,Sharif Arafah,3915,,,"director,assistant_director,actor",Amr Samir Atef,1971.0,,"writer,actor",12,"['Action', 'Drama', 'Thriller']",918.0,0,2149,NG,LR,7907,7.3
390,tvEpisode,"Don't Think, Just Dare","Don't Think, Just Dare",0,2018,,22.0,Robbie Countryman,14,,,"assistant_director,director,miscellaneous",Kyle Stegina,1987.0,,"miscellaneous,writer,producer",22,"['Comedy', 'Family', None]",9.0,0,-1,IS,LS,58030,6.2
391,tvEpisode,The Losers,The Losers,0,2016,,24.0,Takashi Andô,19,,,"director,art_department,producer",Haruichi Furudate,1983.0,,writer,10,"['Animation', 'Comedy', 'Drama']",15.0,0,4953,CU,CC,57326,8.5
392,tvMiniSeries,Ligabue,Ligabue,0,1977,,200.0,Salvatore Nocita,35,1934.0,,"director,writer,assistant_director",Arnaldo Bagnasco,1936.0,2012.0,"writer,actor,producer",7,"['Biography', 'Drama', None]",17.0,1,134,NL,LR,14565,8.2
393,tvEpisode,Bingo Night,Bingo Night,0,2011,,,Ron E. Scott,8,,,"writer,producer,director",Gil Cardinal,1950.0,2015.0,"director,writer,producer",11,"['Action', 'Drama', None]",7.0,1,1471,TV,AI,60021,8.1
394,video,Test of Will,Test of Will,0,2012,,9.0,Kenny Bates,5,,,"sound_department,writer,camera_department",Brandon Holbrook,,,"writer,actor,miscellaneous",12,"['Comedy', 'Drama', 'Short']",2.0,1,-1,DJ,LK,15017,9.6
395,short,J.T. Tv Lux: Arrivée de saint Nicolas à la maison de Volaiville,J.T. Tv Lux: Arrivée de saint Nicolas à la maison de Volaiville,0,2015,,3.0,Samuelle Renard,10,,,"director,writer",Jamila Boudou,,,writer,63,"['Documentary', 'Short', None]",2.0,0,4255,LS,AI,856,5.5
396,tvEpisode,Nickel and Dimed,Nickel and Dimed,0,2004,,41.0,Martha Mitchell,87,,,"director,miscellaneous,assistant_director",Hank Steinberg,1969.0,,"writer,producer,director",16,"['Crime', 'Drama', 'Mystery']",58.0,1,212,TN,ZM,57423,8.2
397,movie,Ardor,El Ardor,0,2014,,101.0,Pablo Fendrik,667,,,"director,writer,miscellaneous",Pablo Fendrik,,,"director,writer,miscellaneous",8,"['Drama', 'Western', None]",284.0,1,8956,VI,AI,11253,5.1
398,movie,La paura fa 90,La paura fa 90,0,1951,,90.0,Giorgio Simonelli,15,1901.0,1966.0,"director,editor,writer",Mario Amendola,1910.0,1993.0,"writer,director,soundtrack",14,"['Comedy', None, None]",7.0,0,3219,FM,KI,39844,6.1
399,movie,Sam the Man,Sam the Man,0,2001,,87.0,Gary Winick,158,1961.0,2011.0,"producer,director,editor",Kevin Kennedy,,,"writer,producer,sound_department",11,"['Comedy', 'Drama', 'Romance']",43.0,1,2356,CN,GM,11177,4.5
400,tvEpisode,Something in the Air,Something in the Air,0,1993,,46.0,James Whitmore Jr.,97,1948.0,,"director,actor,producer",Darren Star,1961.0,,"writer,producer,miscellaneous",20,"['Drama', 'Romance', None]",57.0,0,3567,TD,MN,47462,6.7
401,tvSeries,Tato de América,Tato de América,0,1992,,,Sebastián Borensztein,23,1963.0,,"director,writer,producer",Sebastián Borensztein,1963.0,,"director,writer,producer",15,"['Comedy', None, None]",8.0,0,1381,GT,KE,44379,8.2
402,movie,There's Always a Woman,There's Always a Woman,0,1938,,81.0,Alexander Hall,431,1894.0,1968.0,"director,editor,actor",Gladys Lehman,1892.0,1993.0,writer,22,"['Comedy', 'Mystery', None]",79.0,0,-1,MN,TN,49473,6.8
403,video,Being Josh,Being Josh,0,2008,,,Karina Friend Buck,15,,,"producer,editor,director",Karina Friend Buck,,,"producer,editor,director",10,"['Short', None, None]",1.0,1,-1,SV,BD,39315,8.9
404,tvShort,Mala sprawa,Mala sprawa,0,1980,,42.0,Janusz Kondratiuk,10,1943.0,,"director,writer,actor",Jerzy Grzymkowski,1930.0,,"writer,actor",11,"['Drama', 'Short', None]",5.0,1,7516,CK,MW,25943,6.8
405,video,Urban Ninjas,Urban Ninjas,0,2006,,85.0,Vince Bowman,9,,,"producer,writer,director",Vince Bowman,,,"producer,writer,director",12,"['Action', 'Comedy', 'Crime']",7.0,0,-1,DK,CN,33241,6.0
406,tvEpisode,Sighting 4004: The Howard Crossing Incident,Sighting 4004: The Howard Crossing Incident,0,1978,,60.0,Robert M. Leeds,7,1920.0,2000.0,"editor,director,editorial_department",Harold Jack Bloom,1924.0,1999.0,"writer,producer,miscellaneous",43,"['Sci-Fi', None, None]",3.0,1,1186,GY,SN,47522,7.0
407,movie,Radio Inside,Radio Inside,0,1994,,91.0,Jeffrey Bell,476,,,"producer,miscellaneous,writer",Jeffrey Bell,,,"producer,miscellaneous,writer",12,"['Drama', 'Romance', None]",28.0,0,-1,LB,JE,39872,6.2
408,movie,The Broken Star,The Broken Star,0,1956,,82.0,Lesley Selander,124,1900.0,1979.0,"director,assistant_director,miscellaneous",John C. Higgins,1908.0,1995.0,"writer,soundtrack",15,"['Romance', 'Western', None]",95.0,0,7531,AO,CX,43005,5.8
409,tvEpisode,Enrollment Part I,Enrollment Part I,0,2014,,,Masaki Matsumura,26,,,"director,animation_department,art_department",Yukie Sugawara,,,writer,17,"['Action', 'Animation', 'Fantasy']",18.0,1,8075,ME,DJ,27305,7.4
410,short,The Critic,The Critic,0,1963,,4.0,Ernest Pintoff,763,1931.0,2002.0,"director,music_department,producer",Mel Brooks,1926.0,,"actor,writer,soundtrack",10,"['Animation', 'Comedy', 'Short']",54.0,0,8498,WS,ID,41379,6.9
411,tvEpisode,Space Fold,Space Fold,0,1985,,25.0,Ippei Kuri,36,1940.0,,"producer,writer,director",Carl Macek,1951.0,2010.0,"writer,miscellaneous,producer",10,"['Action', 'Adventure', 'Animation']",1.0,0,7637,VA,AU,44211,7.1
412,tvMovie,Das Himmelbett,Das Himmelbett,0,1963,,91.0,Hans Quest,15,1915.0,1997.0,"actor,director,writer",Robert Blum,1900.0,1994.0,"composer,writer,sound_department",14,"['Comedy', 'Drama', None]",6.0,0,1396,GS,CH,57124,8.8
413,tvShort,Seinfelnd,Seinfelnd,0,2009,,5.0,Eric Acosta,15,,,"writer,actor,producer",Kyle Reiter,,,"writer,editor,director",9,"['Comedy', 'Short', None]",8.0,1,1635,PG,WS,36216,4.4
414,short,The Benza,The Benza,0,2018,,14.0,Raito Nishizaka,10,,,"director,assistant_director,editor",Christopher McCombs,,,"actor,producer,writer",9,"['Comedy', 'Short', None]",6.0,0,556,NP,JO,38218,9.0
415,tvEpisode,A Pick-up of the Later Ming Dynasty,A Pick-up of the Later Ming Dynasty,0,2003,,,Alan J.W. Bell,14,1937.0,,"director,producer,editor",Roy Clarke,1930.0,,writer,35,"['Comedy', None, None]",2.0,1,7468,KW,IR,48709,7.5
416,tvEpisode,The Empty Cell,The Empty Cell,0,1959,,26.0,Thomas Carr,63,1907.0,1997.0,"director,actor,producer",D.D. Beauchamp,1908.0,1969.0,"writer,miscellaneous",14,"['Western', None, None]",8.0,0,-1,AD,TV,49946,8.4
417,short,Red Letter,Red Letter,0,2008,,10.0,Edilberto Restino,17,,,"producer,cinematographer,director",Edilberto Restino,,,"producer,cinematographer,director",10,"['Drama', 'Short', 'War']",7.0,1,4293,KI,TG,43128,7.5
418,tvMiniSeries,Columbus and the Age of Discovery,Columbus and the Age of Discovery,0,1992,,50.0,Stephen Segaller,13,,,"miscellaneous,producer,production_manager",Graham Chedd,,,"producer,writer,director",33,"['Documentary', None, None]",9.0,0,1502,SO,CK,60981,8.8
419,movie,Muskaan,Muskaan,0,2004,,127.0,Rohit Naiyar,162,,,"assistant_director,director",Atul Sharma,,,"soundtrack,writer,miscellaneous",7,"['Romance', None, None]",77.0,0,-1,FO,VN,46169,4.4
420,tvEpisode,Who Killed Jason Shaw?,Who Killed Jason Shaw?,0,1964,,60.0,Stanley Z. Cherry,36,1932.0,2006.0,"director,writer,producer",Bud Kay,,,"miscellaneous,writer",22,"['Action', 'Adventure', 'Crime']",21.0,1,-1,BD,WS,58610,7.3
421,movie,Programming the Nation?,Programming the Nation?,0,2011,,105.0,Jeff Warrick,94,,,"director,writer,editor",Jeff Warrick,,,"director,writer,editor",23,"['Documentary', None, None]",77.0,1,2220,NE,AW,44186,6.7
422,tvEpisode,Frieden,Frieden,0,2007,,,Herwig Fischer,5,,,director,Michael Meisheit,1972.0,,"writer,actor",7,"['Drama', 'Family', None]",0.0,1,2845,GD,SZ,20553,4.4
423,tvMovie,The Last Crop,The Last Crop,0,1990,,55.0,Sue Clayton,6,,,"director,writer,producer",Richard Burridge,1951.0,,"writer,director,producer",13,"['Comedy', 'Drama', None]",1.0,0,-1,NR,BF,24198,7.5
424,tvEpisode,The Inmates of Summer/To Save a Squirrel,The Inmates of Summer/To Save a Squirrel,0,2007,,24.0,Vincent Waller,202,1960.0,,"art_department,director,miscellaneous",Stephen Hillenburg,1961.0,,"writer,producer,soundtrack",40,"['Animation', 'Comedy', 'Family']",68.0,0,254,NO,MK,41953,7.6
425,movie,Dark Streets,Dark Streets,0,1929,,60.0,Frank Lloyd,6,1886.0,1960.0,"director,actor,writer",Richard Connell,1893.0,1949.0,"writer,soundtrack",12,"['Action', 'Adventure', 'Crime']",6.0,0,275,JM,BY,46111,5.2
426,tvSeries,Codename Icarus,Codename Icarus,0,1981,,106.0,Marilyn Fox,24,,,"director,writer,miscellaneous",Richard Cooper,,,writer,15,"['Drama', 'Family', None]",13.0,1,-1,BR,BW,45765,6.9
427,movie,Occult Detective Club: The Doll Cemetery,Okaruto tanteidan: Shi-ningyô no hakaba,0,2006,,54.0,Kiyoshi Yamamoto,30,,,"director,writer,editor",Hideshi Hino,1946.0,,"writer,director",39,"['Horror', None, None]",16.0,0,-1,DZ,RS,3506,4.1
428,tvEpisode,Getting to Know You,Getting to Know You,0,1999,,44.0,Robert Klenner,5,,,"director,actor,assistant_director",Anthony Ellis,,,"miscellaneous,writer,producer",19,"['Drama', None, None]",2.0,1,-1,TR,CN,61989,8.3
429,tvMovie,A Perfect Fake,A Perfect Fake,0,2005,,,Marc de Guerre,74,,,"director,writer,producer",Marc de Guerre,,,"director,writer,producer",14,"['Documentary', None, None]",20.0,0,9347,NL,ML,37312,6.8
430,tvEpisode,Episode #4.8,Episode #4.8,0,2015,,,Grant Brown,5,,,"director,assistant_director,miscellaneous",Ellie Beaumont,,,"producer,writer,miscellaneous",12,"['Drama', None, None]",2.0,1,-1,GE,MR,38386,7.2
431,movie,Krieg,Krieg,0,2017,,93.0,Rick Ostermann,107,1978.0,,"assistant_director,director,writer",Jochen Rausch,1956.0,,writer,5,"['Drama', None, None]",33.0,1,8541,HK,KH,39144,5.9
432,tvMovie,Outrage,Outrage,0,1998,,90.0,Robert Allan Ackerman,268,,,"director,producer",Ellen Weston,1939.0,,"actress,writer,producer",7,"['Drama', 'Thriller', None]",34.0,1,994,JP,NR,40965,6.0
433,tvEpisode,The Exotic Dancer Mystery,The Exotic Dancer Mystery,0,1990,,49.0,Christopher Hibler,31,1942.0,2010.0,"director,assistant_director,producer",Dean Hargrove,1938.0,,"producer,writer,miscellaneous",25,"['Crime', 'Drama', 'Mystery']",23.0,0,8941,SS,ZW,43413,6.7
434,short,Anywhere,Qualquer Lugar,0,2002,,15.0,Gisela Rodriguez,17,,,"actress,costume_department,director",Laura Castilho,1979.0,,"assistant_director,production_manager,writer",14,"['Drama', 'Romance', 'Short']",14.0,1,-1,IM,CU,13025,6.2
435,movie,Diary of a Fatman,Diary of a Fatman,0,2016,,,Steve Ravic,961,,,"producer,director,writer",Steven Haar,,,"actor,producer,writer",17,"['Comedy', 'Fantasy', 'Sci-Fi']",915.0,0,1382,IR,WF,52209,5.7
436,movie,East of Eden,East of Eden,0,1955,,118.0,Elia Kazan,35053,1909.0,2003.0,"director,writer,producer",John Steinbeck,1902.0,1968.0,"writer,actor",12,"['Drama', None, None]",32446.0,1,7071,MN,MF,18158,7.9
437,tvEpisode,Mahô - Tomodachi,Mahô - Tomodachi,0,2008,,23.0,Yoshikazu Miyao,5,,,"art_department,director,animation_department",Maki Minami,,,writer,16,"['Animation', 'Comedy', 'Drama']",1.0,1,6115,IR,AF,9619,7.8
438,tvEpisode,Suit Warehouse,Suit Warehouse,0,2013,,22.0,Matt Sohn,1186,,,"cinematographer,camera_department,director",Dan Greaney,1964.0,,"producer,writer,miscellaneous",14,"['Comedy', None, None]",217.0,1,6846,KM,IE,60376,7.9
439,tvEpisode,"No, No, You Can't Take Her Away","No, No, You Can't Take Her Away",0,1970,,26.0,Elliott Lewis,13,1917.0,1990.0,"producer,director,miscellaneous",Paul Henning,1911.0,2005.0,"writer,producer,music_department",31,"['Comedy', None, None]",9.0,1,-1,TZ,AT,27618,6.8
440,movie,Caravane,Caravane,0,1934,,109.0,Erik Charell,41,1895.0,1974.0,"writer,director,producer",Melchior Lengyel,1880.0,1974.0,"writer,actor,miscellaneous",8,"[nan, None, None]",17.0,0,3500,KY,AG,35277,5.6
441,tvSeries,Yowamushi Pedal,Yowamushi pedaru,0,2013,,,Osamu Nabeshima,384,1956.0,,"animation_department,director,art_department",Wataru Watanabe,,,writer,16,"['Animation', 'Comedy', 'Drama']",136.0,0,6744,DK,GL,35129,7.8
442,tvEpisode,Final Preparations,Final Preparations,0,2008,,26.0,Frederic Dybowski,10,,,"director,miscellaneous,animation_department",Jeffrey Paul Kearney,1963.0,,"writer,miscellaneous",18,"['Action', 'Animation', 'Comedy']",5.0,1,-1,LI,UA,34115,7.3
443,movie,"Like Chef, Like God",Einai o Theos mageiras?,0,2004,,96.0,Stergios Niziris,98,,,"director,writer,production_designer",Stergios Niziris,,,"director,writer,production_designer",23,"['Comedy', None, None]",92.0,1,2029,GM,TL,40859,5.7
444,movie,Maradona,Maradona,0,2018,,148.0,Vishnu Narayn,173,,,"director,assistant_director",Krishna Moorthy,,,writer,8,"['Action', 'Comedy', 'Thriller']",80.0,0,1581,TF,NO,4759,6.5
445,short,Circus Days,Circus Days,0,1935,,,Frank Moser,5,1886.0,1964.0,"director,animation_department,producer",Paul Terry,1887.0,1971.0,"producer,writer,miscellaneous",11,"['Animation', 'Short', None]",4.0,1,3821,MY,SD,24989,3.5
446,short,A Letter for Wales,A Letter for Wales,0,1960,,25.0,Tony Thompson,6,,,"director,writer,camera_department",Brigit Barry,,,"producer,director,sound_department",18,"['Short', None, None]",0.0,0,7210,PN,MG,56251,6.6
447,tvEpisode,Blast from the Past,Blast from the Past,0,2005,,41.0,Harry Winer,597,1947.0,,"director,producer,writer",Rob Thomas,1965.0,,"writer,producer,director",19,"['Crime', 'Drama', 'Mystery']",408.0,0,4177,SK,NG,39485,7.3
448,tvEpisode,The New Man,The New Man,0,1972,,50.0,Raymond Menmuir,47,1930.0,2016.0,"director,producer",Rosemary Anne Sisson,1923.0,2017.0,"writer,miscellaneous",11,"['Drama', None, None]",27.0,0,8134,KW,AO,4578,7.6
449,movie,Frank Matthews,Frank Matthews,0,2012,,83.0,Ron Chepesiuk,42,,,"writer,producer,director",Alan Bradley,,,"director,editor,producer",14,"['Crime', 'Documentary', 'History']",27.0,1,4863,BR,MX,59903,6.8
450,movie,Tamozhnya,Tamozhnya,0,1982,,78.0,Aleksandr Muratov,67,1952.0,,"director,writer",I. Konstantinov,,,writer,9,"['Crime', None, None]",56.0,0,7807,PH,NO,18147,5.4
451,tvEpisode,Distant Relative,Distant Relative,0,1983,,48.0,Virgil W. Vogel,129,1919.0,1996.0,"director,editor,editorial_department",Donald P. Bellisario,1935.0,,"writer,producer,director",16,"['Action', 'Adventure', 'Crime']",14.0,1,7501,BV,LV,14543,7.8
452,tvEpisode,No Rest for the Wicked,No Rest for the Wicked,0,2008,,50.0,Kim Manners,3594,1951.0,2009.0,"producer,director,production_manager",Eric Kripke,1974.0,,"writer,producer,miscellaneous",22,"['Drama', 'Fantasy', 'Horror']",2991.0,1,-1,AG,CM,62735,9.4
453,movie,Ammar 2: Cin Istilasi,Ammar 2: Cin Istilasi,0,2016,,,Özgür Bakar,95,,,"director,writer,editor",Özgür Bakar,,,"director,writer,editor",21,"['Horror', None, None]",16.0,0,1693,AR,NZ,43,3.7
454,tvEpisode,Thomas' Milkshake Muddle,Thomas' Milkshake Muddle,0,2005,,10.0,Steve Asquith,7,,,"director,assistant_director,miscellaneous",Wilbert Awdry,1911.0,1997.0,writer,24,"['Animation', 'Comedy', 'Family']",5.0,1,1504,OM,DE,33572,6.0
